"age_group","Sex_B01ID","mMETs","IndividualID","sum_MMETh","total_mmet"
" 30 - 39 ",2,0,2012016901,6,6
" 26 - 29 ",1,42.54,2012016904,36.22,78.76
" 21 - 25 ",2,0,2012016905,34.41,34.41
" 26 - 29 ",2,13.75,2012016906,23.1,36.85
" 60 - 64 ",1,9.62,2012016907,22.26,31.88
" 30 - 39 ",1,50.16,2012016910,26.42,76.58
" 26 - 29 ",2,0,2012016911,8.12,8.12
" 50 - 59 ",1,5.25,2012016914,0,5.25
" 50 - 59 ",2,0,2012016915,0,0
" 70 - 74 ",2,0,2012016916,14.4,14.4
" 40 - 49 ",1,5.83,2012016917,0,5.83
" 30 - 39 ",2,0,2012016918,0,0
" 30 - 39 ",1,55.62,2012016921,0,55.62
" 30 - 39 ",2,6.5,2012016922,0,6.5
" 30 - 39 ",1,23.66,2012016925,0,23.66
" 30 - 39 ",2,0,2012016926,0,0
" 30 - 39 ",1,0,2012016929,0,0
" 65 - 69 ",1,0,2012016930,0,0
" 60 - 64 ",2,0,2012016931,0,0
" 30 - 39 ",1,31.5,2012016932,0,31.5
" 30 - 39 ",2,23.87,2012016933,0,23.87
" 30 - 39 ",2,45.62,2012016935,29.4,75.02
" 30 - 39 ",1,1.75,2012016936,0,1.75
" 60 - 64 ",1,1.04,2012016938,10.88,11.92
" 50 - 59 ",2,0,2012016939,9.6,9.6
"20",1,18.91,2012016940,0,18.91
" 50 - 59 ",1,7.87,2012016941,0,7.87
" 75 - 79 ",2,6.56,2012016942,0,6.56
" 50 - 59 ",2,6.56,2012016943,0,6.56
" 21 - 25 ",2,23.91,2012016944,1.2,25.11
" 80 - 84 ",1,0,2012016945,0,0
" 30 - 39 ",2,25.87,2012016946,0,25.87
" 21 - 25 ",1,27,2012016947,41.94,68.94
" 40 - 49 ",1,0,2012016948,0,0
" 21 - 25 ",1,38,2012016949,0,38
" 21 - 25 ",2,3.64,2012016950,0,3.64
" 65 - 69 ",1,0,2012016953,2.4,2.4
" 65 - 69 ",2,0,2012016954,2.4,2.4
" 30 - 39 ",1,0,2012016955,0,0
" 30 - 39 ",2,10,2012016956,8.42,18.42
" 40 - 49 ",2,0,2012016959,9.78,9.78
" 50 - 59 ",1,6,2012016960,0,6
" 21 - 25 ",1,0,2012016961,10.56,10.56
" 30 - 39 ",1,0,2012016962,0,0
" 30 - 39 ",2,4.37,2012016963,0,4.37
" 65 - 69 ",2,0,2012016965,29.75,29.75
" 65 - 69 ",1,0,2012016966,7.8,7.8
" 40 - 49 ",1,7.5,2012016974,0,7.5
" 50 - 59 ",2,0,2012016975,0,0
" 21 - 25 ",1,0,2012016976,32.7,32.7
" 30 - 39 ",1,31.25,2012016977,0,31.25
" 26 - 29 ",2,0,2012016978,45.3,45.3
" 40 - 49 ",2,0,2012016980,0,0
" 85  +",1,0,2012016981,0,0
" 85  +",2,0,2012016982,0,0
" 40 - 49 ",2,10,2012016983,0,10
" 70 - 74 ",1,0,2012016986,0,0
" 75 - 79 ",2,0,2012016987,3.6,3.6
" 40 - 49 ",1,3.79,2012016988,0,3.79
" 60 - 64 ",1,20.91,2012016989,0,20.91
" 65 - 69 ",1,0,2012016990,13.2,13.2
" 65 - 69 ",2,0,2012016991,23.1,23.1
" 40 - 49 ",2,49,2012016992,23.1,72.1
" 80 - 84 ",2,0,2012016993,0,0
" 80 - 84 ",1,3.5,2012016994,0,3.5
" 50 - 59 ",1,9.33,2012016998,7.2,16.53
" 50 - 59 ",2,0,2012016999,3,3
" 65 - 69 ",2,13.75,2012017000,7.22,20.97
" 60 - 64 ",1,0,2012017001,0,0
" 50 - 59 ",2,0,2012017002,0,0
" 50 - 59 ",1,2.18,2012017003,0,2.18
" 80 - 84 ",1,0,2012017004,21.6,21.6
" 60 - 64 ",1,3.06,2012017005,43.09,46.15
" 60 - 64 ",1,0,2012017006,0,0
" 50 - 59 ",2,5,2012017007,12,17
" 65 - 69 ",1,0,2012017008,0,0
" 65 - 69 ",2,4.37,2012017009,0,4.37
" 65 - 69 ",2,0,2012017010,3.3,3.3
" 40 - 49 ",1,8.33,2012017011,4.32,12.65
" 50 - 59 ",2,6.12,2012017012,13.2,19.32
" 50 - 59 ",1,0,2012017016,6.34,6.34
" 60 - 64 ",2,7,2012017017,4.5,11.5
" 70 - 74 ",1,0,2012017018,0,0
" 30 - 39 ",1,0,2012017019,4.5,4.5
" 75 - 79 ",1,0,2012017020,9.66,9.66
" 70 - 74 ",2,0,2012017021,0,0
" 75 - 79 ",1,26.25,2012017022,0,26.25
" 65 - 69 ",2,3.5,2012017023,0,3.5
" 40 - 49 ",1,1.93,2012017024,0,1.93
" 40 - 49 ",2,0,2012017025,1.8,1.8
" 50 - 59 ",2,12.87,2012017029,35.7,48.57
" 21 - 25 ",2,7.87,2012017030,0,7.87
" 50 - 59 ",2,6.12,2012017031,40.99,47.11
" 30 - 39 ",2,2.5,2012017033,0,2.5
" 70 - 74 ",1,12,2012017035,0,12
" 65 - 69 ",2,0,2012017036,0,0
" 75 - 79 ",1,25.66,2012017037,3,28.66
" 75 - 79 ",2,0,2012017038,1.8,1.8
" 80 - 84 ",2,0,2012017039,0,0
" 50 - 59 ",1,13.12,2012017040,0,13.12
" 50 - 59 ",2,7.5,2012017041,0,7.5
" 60 - 64 ",1,0,2012017042,4.8,4.8
" 50 - 59 ",2,5,2012017043,3.6,8.6
" 50 - 59 ",1,22.5,2012017044,0,22.5
"18",1,18,2012017045,0,18
" 65 - 69 ",2,0,2012017047,0,0
" 50 - 59 ",1,0,2012017048,0,0
" 30 - 39 ",2,0,2012017049,1.8,1.8
" 50 - 59 ",1,0,2012017051,0,0
" 50 - 59 ",2,0,2012017052,4.8,4.8
" 21 - 25 ",2,0,2012017053,0.96,0.96
" 21 - 25 ",2,75,2012017054,0,75
" 60 - 64 ",1,1.75,2012017055,10.94,12.69
" 40 - 49 ",2,7.5,2012017056,0,7.5
" 65 - 69 ",2,5.62,2012017057,4.2,9.82
" 80 - 84 ",1,44.62,2012017058,0,44.62
" 75 - 79 ",2,0,2012017059,0,0
" 21 - 25 ",2,0,2012017060,0,0
" 21 - 25 ",2,5.83,2012017061,0,5.83
" 30 - 39 ",2,53.97,2012017062,7.99,61.96
" 30 - 39 ",1,0,2012017063,3.6,3.6
" 50 - 59 ",1,19.16,2012017064,0,19.16
" 30 - 39 ",2,12.5,2012017065,13.62,26.12
" 75 - 79 ",1,35,2012017067,0,35
" 50 - 59 ",2,0,2012017068,0,0
" 26 - 29 ",1,17.66,2012017069,0,17.66
" 21 - 25 ",2,13.43,2012017070,0,13.43
" 30 - 39 ",1,7,2012017072,11.52,18.52
" 26 - 29 ",2,23.91,2012017073,15.3,39.21
" 60 - 64 ",1,0.18,2012017074,0,0.18
" 60 - 64 ",2,0,2012017075,0,0
" 21 - 25 ",1,29.58,2012017079,0,29.58
" 21 - 25 ",2,0,2012017080,5.4,5.4
" 30 - 39 ",1,1.87,2012017082,3.6,5.47
" 70 - 74 ",2,0,2012017086,1.2,1.2
" 70 - 74 ",2,0,2012017087,1.8,1.8
" 30 - 39 ",2,3.06,2012017088,1.8,4.86
" 30 - 39 ",1,0,2012017089,1.8,1.8
" 65 - 69 ",2,0,2012017092,0,0
" 65 - 69 ",1,71,2012017093,0,71
" 26 - 29 ",2,20.87,2012017094,0,20.87
" 26 - 29 ",1,30,2012017095,0,30
" 40 - 49 ",2,13.5,2012017098,6.14,19.64
" 30 - 39 ",1,0,2012017099,13.76,13.76
" 40 - 49 ",2,0,2012017100,3.6,3.6
" 40 - 49 ",1,5.83,2012017101,0,5.83
" 40 - 49 ",2,0,2012017104,2.7,2.7
"18",2,0,2012017105,25.5,25.5
" 60 - 64 ",2,2.5,2012017108,0,2.5
" 80 - 84 ",1,0.87,2012017109,2.4,3.27
" 70 - 74 ",2,0,2012017110,2.4,2.4
" 30 - 39 ",2,35.25,2012017111,23.44,58.69
" 40 - 49 ",1,0,2012017112,21.62,21.62
" 70 - 74 ",1,0,2012017114,0,0
" 75 - 79 ",1,0,2012017115,0,0
" 70 - 74 ",2,6.56,2012017116,4.8,11.36
" 50 - 59 ",2,3.75,2012017121,0,3.75
" 30 - 39 ",2,3.37,2012017122,0,3.37
" 26 - 29 ",1,30.62,2012017123,3.6,34.22
" 30 - 39 ",2,8.5,2012017126,2.4,10.9
" 50 - 59 ",1,0,2012017127,0,0
" 30 - 39 ",2,3.37,2012017128,0,3.37
" 60 - 64 ",2,1.45,2012017130,3.9,5.35
" 65 - 69 ",1,0,2012017131,4.8,4.8
" 30 - 39 ",1,0,2012017132,0,0
" 30 - 39 ",2,0,2012017133,4.8,4.8
" 40 - 49 ",1,0,2012017136,0,0
" 40 - 49 ",2,0,2012017137,16.8,16.8
" 70 - 74 ",2,0,2012017141,9.6,9.6
" 60 - 64 ",1,0,2012017142,9.6,9.6
" 50 - 59 ",2,0,2012017143,4.2,4.2
" 30 - 39 ",1,0,2012017144,4.8,4.8
" 30 - 39 ",1,46.5,2012017145,31.62,78.12
" 50 - 59 ",1,10.5,2012017146,0,10.5
" 50 - 59 ",2,7.5,2012017147,0,7.5
" 26 - 29 ",2,5.91,2012017148,0,5.91
" 21 - 25 ",2,15,2012017149,0,15
"18",2,0,2012017150,0,0
" 30 - 39 ",2,8.5,2012017151,0,8.5
" 26 - 29 ",1,1.75,2012017152,15.92,17.67
" 26 - 29 ",2,0,2012017153,18.67,18.67
" 80 - 84 ",2,0,2012017157,0,0
" 30 - 39 ",2,0,2012017158,13.44,13.44
" 30 - 39 ",1,23.83,2012017159,0,23.83
"19",2,14.83,2012017162,12,26.83
" 21 - 25 ",1,0,2012017163,6.6,6.6
" 75 - 79 ",1,0,2012017164,19.2,19.2
" 80 - 84 ",2,0,2012017165,9.6,9.6
" 30 - 39 ",2,52.54,2012017166,0,52.54
" 80 - 84 ",1,0,2012017168,0,0
" 75 - 79 ",2,0,2012017169,5.94,5.94
" 40 - 49 ",1,0,2012017170,0,0
" 30 - 39 ",2,0,2012017171,19.2,19.2
" 30 - 39 ",1,62.5,2012017172,0,62.5
" 75 - 79 ",2,5,2012017175,0,5
" 30 - 39 ",2,3.5,2012017176,7.2,10.7
" 30 - 39 ",1,4.37,2012017177,0,4.37
" 21 - 25 ",2,56.29,2012017179,0,56.29
" 40 - 49 ",2,0,2012017180,0,0
" 50 - 59 ",1,0,2012017181,0,0
" 60 - 64 ",1,11.81,2012017182,0,11.81
" 65 - 69 ",2,0,2012017183,17.1,17.1
" 85  +",2,0,2012017184,0,0
"20",1,32.5,2012017185,4.2,36.7
" 21 - 25 ",1,0,2012017186,0,0
" 21 - 25 ",1,32,2012017187,0,32
" 21 - 25 ",1,0,2012017188,1.5,1.5
" 70 - 74 ",1,29.68,2012017189,0,29.68
" 30 - 39 ",1,14.43,2012017190,18.6,33.03
" 30 - 39 ",2,0,2012017191,15.62,15.62
" 21 - 25 ",1,3.5,2012017193,3.6,7.1
" 85  +",2,0,2012017195,0,0
" 50 - 59 ",2,0.62,2012017196,0,0.62
" 60 - 64 ",1,0,2012017197,0,0
" 21 - 25 ",1,0,2012017200,0,0
" 21 - 25 ",2,171.25,2012017201,0,171.25
" 40 - 49 ",2,4.66,2012017208,6.6,11.26
" 50 - 59 ",1,0,2012017209,4.2,4.2
" 40 - 49 ",2,28.43,2012017210,0,28.43
" 50 - 59 ",1,0,2012017211,0,0
" 21 - 25 ",2,0.62,2012017212,9.6,10.22
" 85  +",1,0,2012017216,0,0
" 50 - 59 ",1,0,2012017217,0,0
" 65 - 69 ",2,0.83,2012017218,0,0.83
" 40 - 49 ",2,157.5,2012017219,21.6,179.1
" 40 - 49 ",1,3.79,2012017220,0,3.79
" 30 - 39 ",2,3.5,2012017221,0,3.5
" 75 - 79 ",2,1.75,2012017225,21.47,23.22
" 50 - 59 ",1,0,2012017226,0,0
" 40 - 49 ",2,12.37,2012017227,0,12.37
" 50 - 59 ",1,0,2012017228,9.18,9.18
" 65 - 69 ",1,0,2012017229,0,0
" 60 - 64 ",2,0,2012017230,0,0
" 40 - 49 ",1,0.65,2012017231,0,0.65
" 30 - 39 ",2,0,2012017232,4.8,4.8
" 30 - 39 ",1,1.87,2012017233,16.46,18.33
" 60 - 64 ",1,15,2012017236,31.8,46.8
" 60 - 64 ",2,5,2012017237,31.2,36.2
" 26 - 29 ",1,0,2012017238,14.7,14.7
" 50 - 59 ",1,96.25,2012017239,9.6,105.85
" 30 - 39 ",1,20.35,2012017240,14.1,34.45
" 70 - 74 ",2,0,2012017247,52.8,52.8
" 30 - 39 ",2,5,2012017248,0,5
"18",1,16.62,2012017249,0,16.62
" 40 - 49 ",2,0,2012017251,0,0
" 40 - 49 ",1,0,2012017252,0,0
" 40 - 49 ",2,3.5,2012017253,0,3.5
" 40 - 49 ",2,0.87,2012017255,0,0.87
" 21 - 25 ",2,5.33,2012017256,0,5.33
" 21 - 25 ",1,45.5,2012017257,33.6,79.1
" 30 - 39 ",1,0,2012017258,14.4,14.4
" 50 - 59 ",1,0,2012017260,0,0
" 50 - 59 ",2,0,2012017261,5.4,5.4
" 40 - 49 ",1,0,2012017262,0,0
"19",2,12.91,2012017263,0,12.91
" 21 - 25 ",1,85.62,2012017264,0,85.62
" 75 - 79 ",1,0,2012017269,2.1,2.1
" 70 - 74 ",1,0,2012017270,1.5,1.5
" 60 - 64 ",2,0,2012017271,1.2,1.2
" 40 - 49 ",2,0,2012017272,0,0
" 40 - 49 ",1,6.56,2012017273,0,6.56
" 60 - 64 ",2,0,2012017276,0,0
" 65 - 69 ",1,3.75,2012017277,0,3.75
" 60 - 64 ",2,0,2012017278,0,0
" 60 - 64 ",1,171.5,2012017279,0,171.5
" 30 - 39 ",1,0,2012017280,0,0
" 21 - 25 ",2,0,2012017282,8.42,8.42
" 26 - 29 ",1,0,2012017283,0,0
" 26 - 29 ",1,22.43,2012017284,0,22.43
" 26 - 29 ",2,0.62,2012017285,0,0.62
" 50 - 59 ",1,0,2012017286,0,0
" 30 - 39 ",2,52.54,2012017291,10.68,63.22
" 40 - 49 ",2,0,2012017292,13.46,13.46
" 70 - 74 ",2,0,2012017293,0,0
" 65 - 69 ",2,7,2012017294,0,7
" 65 - 69 ",1,10,2012017295,0,10
" 21 - 25 ",2,0.62,2012017296,9.3,9.92
" 70 - 74 ",2,7,2012017298,0,7
" 75 - 79 ",1,56,2012017299,1.92,57.92
" 40 - 49 ",1,0.29,2012017300,1.2,1.49
" 70 - 74 ",1,0,2012017307,0,0
" 40 - 49 ",2,42.87,2012017308,0,42.87
" 30 - 39 ",1,0,2012017309,6.9,6.9
" 26 - 29 ",2,7.5,2012017310,10.1,17.6
" 40 - 49 ",2,27.5,2012017311,0,27.5
" 80 - 84 ",2,0,2012017312,0,0
" 40 - 49 ",2,0,2012017313,0,0
" 40 - 49 ",2,12.83,2012017314,0,12.83
" 30 - 39 ",1,41.5,2012017315,16.96,58.46
" 30 - 39 ",2,5,2012017316,11.4,16.4
" 30 - 39 ",1,15.75,2012017318,0,15.75
" 65 - 69 ",2,0,2012017319,23.4,23.4
" 80 - 84 ",2,0,2012017320,0,0
" 50 - 59 ",2,4.08,2012017321,0,4.08
" 50 - 59 ",1,0,2012017322,0,0
"19",1,13.39,2012017323,0,13.39
" 85  +",2,0,2012017324,0,0
" 75 - 79 ",1,0,2012017325,9.6,9.6
" 50 - 59 ",2,0,2012017329,0,0
" 65 - 69 ",1,3.66,2012017330,0,3.66
" 30 - 39 ",2,5.74,2012017335,12,17.74
" 50 - 59 ",1,3.5,2012017336,0,3.5
" 60 - 64 ",2,0,2012017338,28.8,28.8
" 40 - 49 ",2,0,2012017341,11.7,11.7
" 50 - 59 ",2,0,2012017342,1.8,1.8
" 50 - 59 ",1,0,2012017343,1.8,1.8
" 50 - 59 ",1,0,2012017344,1.8,1.8
" 30 - 39 ",1,0,2012017345,0,0
"20",2,6,2012017346,7.2,13.2
" 40 - 49 ",2,0,2012017347,0,0
" 50 - 59 ",1,8.75,2012017348,0,8.75
" 50 - 59 ",2,8.75,2012017349,0,8.75
" 50 - 59 ",1,0,2012017351,0,0
" 50 - 59 ",2,49.7,2012017352,0,49.7
" 70 - 74 ",1,10.5,2012017353,0,10.5
" 70 - 74 ",2,0.87,2012017354,0,0.87
" 65 - 69 ",2,5,2012017355,0,5
" 65 - 69 ",1,0,2012017356,0,0
" 50 - 59 ",1,0,2012017357,0,0
" 50 - 59 ",2,0,2012017358,6.3,6.3
" 21 - 25 ",1,8.68,2012017359,0,8.68
" 75 - 79 ",1,5.08,2012017361,8.42,13.5
" 65 - 69 ",2,3.75,2012017362,0,3.75
" 80 - 84 ",1,11.75,2012017363,0,11.75
" 40 - 49 ",2,0,2012017364,9.6,9.6
" 40 - 49 ",1,0,2012017365,0,0
"20",2,0,2012017366,0,0
" 30 - 39 ",2,5,2012017368,7.21,12.21
" 30 - 39 ",1,28,2012017369,0,28
" 30 - 39 ",2,0.62,2012017373,1.8,2.42
" 50 - 59 ",1,2.25,2012017374,0,2.25
" 50 - 59 ",2,10.5,2012017375,0,10.5
"20",1,0,2012017376,0,0
" 40 - 49 ",1,5.25,2012017377,0,5.25
" 65 - 69 ",1,0,2012017378,6.3,6.3
" 50 - 59 ",2,0,2012017379,0,0
" 60 - 64 ",1,0,2012017380,0,0
" 50 - 59 ",2,0,2012017381,4.5,4.5
" 50 - 59 ",1,3,2012017382,4.5,7.5
" 70 - 74 ",2,0,2012017383,0,0
" 70 - 74 ",1,7,2012017384,0,7
" 50 - 59 ",2,0,2012017385,2.7,2.7
" 50 - 59 ",2,14,2012017386,0,14
" 50 - 59 ",1,2.6,2012017387,0,2.6
" 21 - 25 ",2,0.56,2012017388,0,0.56
" 21 - 25 ",2,0,2012017389,0,0
" 50 - 59 ",2,0,2012017390,0,0
" 60 - 64 ",1,0,2012017391,0,0
"19",1,1.75,2012017392,0,1.75
" 40 - 49 ",1,7.87,2012017393,0,7.87
" 40 - 49 ",2,7.75,2012017394,0,7.75
" 75 - 79 ",2,0,2012017399,0,0
" 50 - 59 ",1,0,2012017400,0,0
" 40 - 49 ",2,34.87,2012017401,0,34.87
" 75 - 79 ",1,1.75,2012017402,0,1.75
" 50 - 59 ",1,0,2012017403,0,0
" 50 - 59 ",2,0,2012017404,2.04,2.04
" 60 - 64 ",1,0,2012017405,0,0
" 40 - 49 ",2,6.25,2012017406,2.88,9.13
" 40 - 49 ",1,16.37,2012017407,2.88,19.25
" 30 - 39 ",1,47.33,2012017409,1.8,49.13
" 40 - 49 ",2,12.5,2012017410,1.8,14.3
" 65 - 69 ",1,5.62,2012017411,8.1,13.72
" 65 - 69 ",2,34.12,2012017412,3.3,37.42
" 26 - 29 ",2,2.62,2012017413,0,2.62
" 30 - 39 ",1,72.83,2012017414,0,72.83
" 75 - 79 ",1,0,2012017417,0,0
" 75 - 79 ",2,30.81,2012017418,0,30.81
" 85  +",1,0,2012017420,0,0
" 80 - 84 ",2,5.25,2012017421,0,5.25
" 30 - 39 ",1,1.75,2012017422,0,1.75
" 30 - 39 ",2,0,2012017423,8.16,8.16
" 50 - 59 ",1,0,2012017425,4.5,4.5
" 50 - 59 ",2,12.5,2012017426,20.12,32.62
" 60 - 64 ",1,0,2012017427,41.4,41.4
" 40 - 49 ",1,7.5,2012017428,0,7.5
" 40 - 49 ",2,42.18,2012017429,3.6,45.78
" 50 - 59 ",1,0,2012017432,0,0
" 21 - 25 ",1,0,2012017433,0,0
" 40 - 49 ",2,0,2012017434,14.4,14.4
" 40 - 49 ",1,7.5,2012017435,14.4,21.9
"19",2,85.37,2012017438,6.31,91.68
" 40 - 49 ",1,0,2012017439,4.2,4.2
" 40 - 49 ",2,0,2012017440,0,0
" 30 - 39 ",1,27.81,2012017442,9.6,37.41
" 21 - 25 ",1,0,2012017443,0,0
" 26 - 29 ",2,25.75,2012017444,8.42,34.17
" 26 - 29 ",2,0,2012017445,27.86,27.86
" 65 - 69 ",1,0,2012017446,12.62,12.62
" 50 - 59 ",2,0,2012017447,0,0
" 50 - 59 ",2,0,2012017451,0,0
" 75 - 79 ",1,0,2012017452,0,0
" 40 - 49 ",1,0,2012017453,0,0
" 30 - 39 ",2,11.66,2012017454,9.6,21.26
" 30 - 39 ",1,28,2012017457,12.86,40.86
" 50 - 59 ",2,19.16,2012017458,0,19.16
" 50 - 59 ",1,79,2012017459,0,79
" 40 - 49 ",2,0.87,2012017460,0,0.87
" 80 - 84 ",2,0,2012017468,0,0
" 60 - 64 ",1,0,2012017469,0,0
" 50 - 59 ",2,0,2012017470,0,0
" 30 - 39 ",1,10.5,2012017471,0,10.5
" 30 - 39 ",2,13.5,2012017472,6.24,19.74
" 26 - 29 ",1,0,2012017473,0,0
" 21 - 25 ",2,0.62,2012017474,5.28,5.9
"20",2,0,2012017475,0,0
" 70 - 74 ",2,0,2012017479,4.21,4.21
" 40 - 49 ",1,3.37,2012017480,0,3.37
" 40 - 49 ",2,17.66,2012017481,0,17.66
" 40 - 49 ",2,0,2012017484,0,0
" 40 - 49 ",1,0,2012017488,9.6,9.6
" 30 - 39 ",2,4.5,2012017489,0,4.5
" 40 - 49 ",2,19.79,2012017491,0,19.79
" 70 - 74 ",1,0,2012017496,9.6,9.6
" 60 - 64 ",2,0,2012017497,0,0
" 30 - 39 ",2,52,2012017498,5.41,57.41
" 40 - 49 ",1,0,2012017499,31.81,31.81
" 40 - 49 ",1,32,2012017501,0,32
" 50 - 59 ",2,0.87,2012017502,0,0.87
"19",2,0,2012017503,0,0
" 30 - 39 ",2,42.04,2012017504,0,42.04
" 30 - 39 ",1,1,2012017505,13.56,14.56
" 50 - 59 ",1,0,2012017506,0,0
" 40 - 49 ",2,2.5,2012017507,0.42,2.92
" 85  +",1,10.5,2012017508,0,10.5
" 75 - 79 ",2,0,2012017509,0,0
" 80 - 84 ",1,0,2012017510,0,0
" 75 - 79 ",2,0,2012017511,0,0
" 30 - 39 ",2,3.93,2012017512,0,3.93
" 40 - 49 ",1,0.41,2012017513,0,0.41
" 30 - 39 ",1,0,2012017517,0,0
" 30 - 39 ",2,25.91,2012017518,0,25.91
" 75 - 79 ",2,0,2012017519,0,0
" 75 - 79 ",1,0.43,2012017520,0,0.43
" 40 - 49 ",1,0,2012017521,3.6,3.6
" 40 - 49 ",2,0,2012017522,3.6,3.6
" 30 - 39 ",1,34.91,2012017524,0,34.91
" 70 - 74 ",1,0,2012017526,4.8,4.8
" 70 - 74 ",2,0,2012017527,0,0
" 40 - 49 ",1,10.5,2012017536,0,10.5
" 40 - 49 ",2,0,2012017537,0,0
"20",2,25,2012017538,2.7,27.7
" 30 - 39 ",2,8.87,2012017540,18.6,27.47
" 40 - 49 ",1,0,2012017541,3,3
" 75 - 79 ",2,0,2012017545,0,0
" 60 - 64 ",2,0,2012017549,0,0
" 70 - 74 ",1,0,2012017550,0,0
" 21 - 25 ",1,0,2012017551,7.2,7.2
" 60 - 64 ",2,0,2012017552,10.22,10.22
" 40 - 49 ",1,11.95,2012017557,5.76,17.71
" 30 - 39 ",2,0,2012017558,14.31,14.31
"19",2,21,2012017559,30.3,51.3
" 30 - 39 ",2,14,2012017561,16.22,30.22
" 40 - 49 ",1,0,2012017562,2.4,2.4
" 21 - 25 ",1,7.5,2012017567,0,7.5
" 26 - 29 ",1,0,2012017568,0,0
" 21 - 25 ",2,8.33,2012017569,0,8.33
" 60 - 64 ",1,42.31,2012017570,0,42.31
" 50 - 59 ",2,14.95,2012017571,0,14.95
" 30 - 39 ",1,19.5,2012017572,4.2,23.7
" 30 - 39 ",2,3.5,2012017573,17.92,21.42
" 30 - 39 ",1,0,2012017577,18,18
" 21 - 25 ",2,0,2012017578,15.6,15.6
" 26 - 29 ",1,2.25,2012017579,18.6,20.85
" 26 - 29 ",1,0,2012017580,0,0
" 21 - 25 ",2,3.87,2012017581,0,3.87
" 75 - 79 ",1,0,2012017582,0,0
" 70 - 74 ",2,0,2012017583,1.8,1.8
"19",1,15.99,2012017584,18.6,34.59
"19",2,13.75,2012017586,7.2,20.95
" 40 - 49 ",2,0,2012017587,0,0
" 40 - 49 ",1,22.16,2012017588,0,22.16
" 30 - 39 ",2,16.87,2012017592,15.12,31.99
" 40 - 49 ",1,22.83,2012017593,14.64,37.47
" 40 - 49 ",2,7.5,2012017598,28.2,35.7
"20",1,0,2012017599,27.62,27.62
" 75 - 79 ",2,0,2012017600,0,0
" 70 - 74 ",1,11,2012017601,5.28,16.28
" 65 - 69 ",1,0,2012017602,0,0
" 60 - 64 ",2,0,2012017603,0,0
" 26 - 29 ",1,50.91,2012017604,0,50.91
" 75 - 79 ",1,0,2012017605,1.68,1.68
" 65 - 69 ",2,1.7,2012017606,23.74,25.44
" 30 - 39 ",1,10.5,2012017607,14.6,25.1
" 65 - 69 ",1,0,2012017608,14.72,14.72
" 50 - 59 ",2,52.5,2012017609,8.28,60.78
" 30 - 39 ",1,30.5,2012017610,2.4,32.9
" 26 - 29 ",2,0,2012017611,32.76,32.76
" 80 - 84 ",1,0,2012017613,14.4,14.4
" 50 - 59 ",2,2.5,2012017614,1.8,4.3
" 50 - 59 ",1,14,2012017615,0,14
" 30 - 39 ",1,24.08,2012017617,0,24.08
" 30 - 39 ",2,0,2012017618,0,0
" 60 - 64 ",2,0,2012017623,2.4,2.4
" 60 - 64 ",1,0,2012017624,0,0
" 50 - 59 ",2,2.37,2012017631,0,2.37
" 50 - 59 ",1,13.75,2012017632,0,13.75
" 40 - 49 ",2,0,2012017633,8.42,8.42
" 40 - 49 ",1,50.35,2012017634,0,50.35
" 75 - 79 ",1,8.16,2012017636,4.8,12.96
" 70 - 74 ",2,18,2012017637,4.8,22.8
" 65 - 69 ",2,7.5,2012017638,2.4,9.9
" 40 - 49 ",2,0.87,2012017639,1.2,2.07
" 80 - 84 ",1,0,2012017640,1.74,1.74
" 80 - 84 ",2,0,2012017641,20.4,20.4
" 30 - 39 ",1,32.66,2012017642,0,32.66
" 40 - 49 ",2,89.66,2012017643,0,89.66
" 40 - 49 ",1,32,2012017646,9.6,41.6
" 30 - 39 ",2,0,2012017647,9.6,9.6
" 30 - 39 ",1,14.68,2012017651,0,14.68
"20",1,0,2012017652,9,9
" 70 - 74 ",2,12.25,2012017653,0,12.25
" 30 - 39 ",1,10,2012017654,0,10
" 30 - 39 ",1,20,2012017655,0,20
" 30 - 39 ",2,0.18,2012017656,0,0.18
" 30 - 39 ",2,0,2012017659,0,0
" 30 - 39 ",1,0,2012017660,0,0
" 65 - 69 ",1,0,2012017661,3,3
" 60 - 64 ",2,3.5,2012017662,3,6.5
" 50 - 59 ",2,0,2012017663,0,0
" 50 - 59 ",1,21.66,2012017664,0,21.66
" 26 - 29 ",1,18.91,2012017665,0,18.91
" 21 - 25 ",2,7.5,2012017666,0,7.5
" 21 - 25 ",2,7.87,2012017667,0,7.87
" 80 - 84 ",2,0,2012017668,0,0
" 40 - 49 ",2,0.41,2012017670,0,0.41
" 21 - 25 ",1,22.89,2012017672,0,22.89
" 60 - 64 ",2,9,2012017675,0,9
" 26 - 29 ",1,0,2012017676,0,0
" 30 - 39 ",2,4.5,2012017677,0,4.5
" 40 - 49 ",1,0.41,2012017678,0,0.41
" 70 - 74 ",1,3.5,2012017680,0,3.5
" 65 - 69 ",2,9.37,2012017681,0,9.37
" 60 - 64 ",2,0,2012017682,38.78,38.78
" 65 - 69 ",1,0,2012017683,7.22,7.22
" 65 - 69 ",1,49,2012017684,12.48,61.48
" 65 - 69 ",2,3.62,2012017685,20.24,23.86
" 50 - 59 ",2,0,2012017689,0,0
" 50 - 59 ",2,0,2012017692,80.52,80.52
" 70 - 74 ",2,0,2012017693,0,0
" 40 - 49 ",2,0,2012017694,12,12
" 50 - 59 ",1,0,2012017695,0,0
